RUN1-kraken.tsv:C	FAKE-READ-1	9606	2294	0:91 9606:131 0:72 9606:53 0:22 9606:22 0:32 9606:51 0:19 9606:1 0:7 9606:5 0:99 2697049:52 0:31 2697049:14 0:57 2697049:5 0:34 2697049:41 0:51 2697049:49 0:91 2697049:26 0:37 2697049:13 0:30 2697049:3 0:15 2697049:1 0:55 2697049:2 0:9 2697049:6 0:15 2697049:1 0:60 2697049:15 0:27 2697049:10 0:2 2697049:5 0:7 2697049:1 0:182 2697049:2 0:106 2697049:5 0:304 9606:5 0:286
RUN1-kraken.tsv:C	FAKE-READ-2	9606	1696	0:68 2697049:6 694009:5 0:24 2697049:16 0:100 2697049:33 0:34 2697049:3 0:192 2697049:42 0:107 11118:5 2697049:8 0:55 2697049:29 0:57 2697049:9 0:55 2697049:22 0:40 2697049:19 0:89 9606:7 0:29 9606:32 0:17 9606:2 0:54 9606:20 0:30 9606:5 0:111 9606:8 0:1 9606:4 0:8 9606:8 0:27 9606:50 0:11 9606:8 0:5 9606:97 0:26 9606:5 0:79
RUN1-kraken.tsv:C	FAKE-READ-3	9606	1763	0:88 9606:72 0:8 9606:5 0:3 9606:34 0:80 9606:209 0:49 2697049:27 0:1 2697049:1 0:63 2697049:41 0:68 2697049:51 0:39 2697049:3 694009:4 2697049:168 0:241 2697049:10 0:46 2697049:4 0:128 9606:2 0:2 9606:8 0:115 9606:11 0:5 9606:1 0:5 9606:5 0:65 9606:4 0:3 9606:1 0:59
RUN2-kraken.tsv:C	FAKE-READ-4	9606	1778	0:79 9606:31 0:3 9606:94 0:8 9606:7 0:5 9606:5 0:4 9606:79 0:15 9606:5 0:5 9606:70 0:31 9606:43 0:53 2697049:23 11118:5 2697049:19 694009:7 2697049:2 694009:11 11118:1 694009:4 2697049:21 11118:9 2697049:1 11118:8 2697049:47 694009:5 2697049:7 11118:1 2697049:1 11118:1 2697049:3 11118:5 2697049:15 0:31 2697049:6 0:27 2697049:67 0:123 2697049:29 0:442 9606:4 0:282
RUN3-kraken.tsv:C	FAKE-READ-5	9606	2029	0:105 9606:5 0:7 9606:39 0:30 9606:107 0:24 9606:5 0:9 9606:129 0:44 9606:50 0:7 9606:3 0:17 9606:21 0:172 2697049:33 11118:5 2697049:41 0:22 694015:2 2697049:2 11118:5 2697049:3 11118:5 0:54 2697049:37 0:63 2697049:42 0:584 9606:1 0:38 9606:4 0:98 9606:3 0:6 9606:11 0:162
RUN4-kraken.tsv:C	FAKE-READ-6	9606	1686	0:68 2697049:88 0:25 2697049:52 0:35 2697049:134 0:38 2697049:21 0:31 2697049:9 0:3 2697049:1 0:1 2697049:5 0:43 2697049:5 0:39 2697049:9 0:210 2697049:4 0:252 9606:3 0:5 9606:19 0:32 9606:146 0:38 9606:2 0:5 9606:136 0:2 9606:92 0:99
RUN5-kraken.tsv:C	FAKE-READ-7	9606	2087	0:88 9606:111 0:5 9606:75 0:3 9606:8 0:5 9606:19 0:5 9606:3 0:159 2697049:14 0:42 2697049:11 0:85 11118:1 2697049:19 0:97 2697049:23 0:34 2697049:11 0:77 2697049:76 0:92 2697049:33 0:663 9606:9 0:73 9606:8 0:24 9606:27 0:5 9606:2 0:12 9606:7 0:10 9606:5 0:35 9606:32 0:45
RUN6-kraken.tsv:C	FAKE-READ-8	9606	2071	0:83 9606:3 0:110 9606:53 0:8 9606:1 0:13 9606:4 0:7 9606:2 0:35 9606:100 1:5 9606:26 0:1 9606:11 0:95 2697049:58 0:13 2697049:11 0:55 2697049:8 0:229 2697049:41 0:267 9606:5 0:189 2697049:5 0:54 2697049:44 11118:7 2697049:2 11118:5 2697049:2 0:388 2697049:21 0:76
RUN6-kraken.tsv:C	FAKE-READ-9	9606	1777	0:78 9606:99 0:8 9606:2 0:9 9606:9 0:7 9606:1 0:22 9606:13 0:2 9606:2 0:1 9606:12 0:1 9606:107 0:31 9606:17 0:8 9606:5 0:10 9606:1 0:31 9606:77 0:138 2697049:151 0:555 9606:6 0:61 9606:5 0:12 9606:3 0:259
